Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Tuition fees up to date;Scholarship holder;Target
0;0.0;0;0.0;0;0;0
5;11.6;5;11.4;1;1;1
6;10.857142857142858;6;11.666666666666666;1;0;0
5;13.0;7;11.285714285714286;1;0;0
5;12.6;4;11.5;1;1;1
5;16.0;5;16.0;1;1;1
6;12.666666666666666;6;12.5;1;1;0
5;12.6;5;13.0;1;0;1
12;12.083333333333334;13;13.714285714285714;1;0;1
3;12.5;3;12.333333333333334;1;1;0
10;12.7;11;12.727272727272728;0;0;0
0;0.0;1;14.0;1;0;0
0;0.0;0;0.0;0;0;0
1;10.0;0;0.0;1;0;0
12;17.692307692307693;6;18.875;1;0;1
0;0.0;0;0.0;1;0;0
5;16.2;7;13.5;1;0;0
3;10.0;2;15.0;1;0;1
0;0.0;0;0.0;0;0;0
5;12.8;9;14.22222222222222;1;0;0
0;0.0;4;12.0;0;0;0
4;12.0;5;12.6;1;0;1
0;0.0;0;0.0;1;1;0
6;15.3;6;14.5;1;0;1
6;13.5;6;14.5;1;0;1
0;0.0;0;0.0;1;0;0
5;13.2;5;11.6;1;0;1
0;0.0;4;11.75;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;1;0
4;11.8;4;11.25;0;0;0
0;0.0;5;11.571428571428571;1;0;0
3;12.666666666666666;4;12.75;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
3;10.333333333333334;4;11.25;1;0;0
0;0.0;0;0.0;0;0;0
6;15.0;6;14.333333333333334;1;0;1
0;0.0;0;0.0;0;0;0
20;13.5;20;13.5;1;1;1
7;11.347142857142858;7;12.444285714285714;1;0;1
3;11.333333333333334;3;10.666666666666666;1;0;0
5;12.4;6;12.666666666666666;1;1;1
5;14.833333333333334;5;13.2;1;0;1
11;12.181818181818182;10;12.7;1;0;1
5;14.8;5;14.833333333333334;1;0;1
1;12.0;4;11.5;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
6;12.5;6;14.714285714285714;1;1;1
7;10.428571428571429;4;10.5;0;0;0
5;12.5;6;15.0;1;0;1
6;14.0;6;12.666666666666666;1;1;1
6;13.666666666666666;6;13.166666666666666;1;0;1
0;0.0;0;0.0;1;1;1
6;12.5;6;13.0;1;0;1
0;0.0;0;0.0;1;1;0
1;15.0;2;10.0;1;0;0
5;13.375;6;13.333333333333334;1;0;1
6;13.333333333333334;3;12.333333333333334;1;0;1
14;11.642857142857142;20;13.181818181818182;1;0;1
7;13.071428571428571;6;12.513333333333334;1;1;1
0;0.0;0;0.0;1;0;0
7;13.585714285714284;7;13.585714285714284;1;1;1
8;11.425;7;11.155555555555557;1;0;1
5;12.0;6;11.857142857142858;1;1;1
0;0.0;0;0.0;1;1;1
13;13.615384615384617;14;14.0;1;0;1
0;0.0;5;12.0;0;0;0
8;13.0625;7;13.198571428571428;1;0;1
6;12.0;6;13.5;1;0;1
5;12.8;6;13.333333333333334;1;0;0
4;12.0;6;12.166666666666666;1;1;1
7;12.214285714285714;7;12.214285714285714;1;1;1
6;13.0;6;12.666666666666666;1;1;1
6;13.5;6;12.285714285714286;1;1;1
6;13.0;6;13.0;1;1;1
6;11.166666666666666;6;12.142857142857142;1;0;1
7;13.085714285714284;7;13.875714285714285;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;6;11.666666666666666;1;1;0
3;11.0;6;13.153846153846152;1;0;1
6;12.833333333333334;6;14.5;1;1;0
8;13.65625;7;14.44142857142857;1;1;1
6;14.285714285714286;6;15.166666666666666;1;0;1
4;12.625;5;11.6;1;1;1
6;12.333333333333334;6;11.666666666666666;1;0;1
6;13.2;6;12.625;1;1;1
6;11.0;3;12.666666666666666;1;1;1
6;13.142857142857142;6;11.857142857142858;1;1;1
6;15.833333333333334;6;14.714285714285714;1;0;1
5;13.0;6;13.5;1;0;1
5;12.4;4;11.5;1;1;1
0;0.0;2;14.0;1;0;0
0;0.0;6;12.833333333333334;1;1;0
8;14.75;7;13.428571428571429;1;1;1
0;0.0;0;0.0;1;0;0
6;14.333333333333334;6;16.0;1;0;1
6;11.833333333333334;6;13.833333333333334;1;0;1
8;13.2325;8;13.2325;1;0;1
6;14.166666666666666;6;14.0;1;1;1
0;0.0;2;10.0;1;1;0
11;12.272727272727272;15;13.333333333333334;1;0;1
6;11.5;6;12.5;1;0;1
0;0.0;2;10.5;1;0;0
5;11.4;4;12.0;1;0;1
6;13.5;6;14.0;1;0;0
5;12.6;6;13.5;1;0;1
8;13.07375;8;13.07375;1;0;1
0;0.0;2;10.75;1;0;0
6;13.333333333333334;6;14.0;1;1;1
6;13.428571428571429;6;12.333333333333334;1;0;1
8;14.788888888888888;7;13.464285714285714;1;1;1
6;14.666666666666666;6;13.666666666666666;1;1;1
8;14.4025;8;14.4025;1;0;1
8;16.3875;7;15.46875;1;0;1
6;14.166666666666666;6;12.625;1;0;1
6;14.983333333333334;6;14.983333333333334;1;0;1
6;13.0;6;15.0;1;1;1
7;14.142857142857142;9;15.88888888888889;1;0;1
3;11.0;4;11.5;1;0;0
1;10.0;2;10.5;1;0;0
6;13.983333333333334;6;13.983333333333334;1;0;1
6;12.833333333333334;6;13.0;1;0;1
6;13.0;6;13.666666666666666;1;1;1
0;0.0;0;0.0;0;0;0
5;15.4;5;14.4;1;0;1
6;13.666666666666666;6;14.166666666666666;1;0;1
6;12.0;5;12.2;1;0;1
2;10.5;3;12.333333333333334;1;0;0
0;0.0;0;0.0;1;0;0
10;11.615384615384617;9;10.88888888888889;1;0;1
8;11.675;6;12.166666666666666;1;0;0
6;12.166666666666666;6;12.666666666666666;1;1;1
5;12.2;5;11.4;1;0;0
0;0.0;0;0.0;1;1;0
5;12.8;6;13.5;1;1;0
6;12.833333333333334;6;12.285714285714286;1;0;1
0;0.0;0;0.0;0;0;0
1;13.0;2;10.5;1;0;0
5;12.0;3;14.0;1;0;1
5;12.2;5;14.2;1;0;1
6;13.142857142857142;5;13.0;1;0;0
4;12.75;6;11.0;1;0;1
2;10.0;3;11.0;1;0;0
8;13.755555555555556;6;12.385714285714286;1;0;1
4;12.25;4;14.75;1;0;1
5;15.833333333333334;5;16.166666666666668;1;0;1
0;0.0;0;0.0;1;0;0
3;13.0;5;12.4;1;0;0
4;13.0;5;11.6;0;0;0
0;0.0;5;12.2;1;1;0
5;12.8;5;11.0;1;1;1
5;12.4;6;12.333333333333334;1;1;0
6;12.571428571428571;6;14.833333333333334;1;1;1
6;11.833333333333334;6;12.0;1;1;1
10;12.6;11;12.727272727272728;1;1;1
1;11.0;2;10.5;1;0;0
6;12.0;6;12.333333333333334;1;0;1
1;12.0;0;0.0;1;0;0
8;14.38888888888889;7;14.842857142857143;1;0;1
1;12.0;2;11.0;1;0;0
0;0.0;4;10.75;1;0;0
8;12.55375;8;12.55375;1;0;1
7;12.665714285714284;7;12.665714285714284;1;0;1
0;0.0;2;11.75;1;0;0
0;0.0;3;11.0;0;0;0
0;0.0;0;0.0;1;0;1
5;12.2;5;13.4;1;0;1
17;12.117647058823527;17;12.578947368421051;1;0;1
0;0.0;0;0.0;1;0;0
6;11.5;6;12.0;1;1;1
0;0.0;3;12.333333333333334;1;0;0
3;13.5;4;11.5;1;0;0
5;13.833333333333334;5;12.8;1;0;1
0;0.0;0;0.0;1;0;0
2;12.0;4;11.8;0;0;0
2;13.5;6;11.333333333333334;1;0;0
5;12.002;5;12.002;1;0;0
1;11.0;5;15.2;0;0;0
6;14.166666666666666;6;13.142857142857142;1;1;1
0;0.0;0;0.0;1;0;0
7;13.867142857142856;7;13.867142857142856;1;0;1
6;12.675;6;12.675;1;0;1
0;0.0;0;0.0;1;0;1
0;0.0;0;0.0;1;0;0
5;12.2;6;11.0;1;1;0
4;11.333333333333334;4;10.75;1;0;0
6;14.166666666666666;5;14.2;1;0;1
4;11.575;4;12.6;0;0;0
0;0.0;0;0.0;0;0;0
5;14.166666666666666;5;14.0;1;0;1
4;12.25;2;10.0;0;0;0
6;13.125;6;13.833333333333334;1;0;1
1;11.0;2;11.0;0;0;0
0;0.0;4;12.25;1;0;0
5;13.666666666666666;5;13.8;1;0;1
1;11.0;3;12.0;1;0;0
6;11.555555555555555;4;13.75;1;1;1
2;13.15;0;0.0;1;0;0
5;15.4;5;13.833333333333334;1;0;1
5;16.8;5;15.8;1;0;1
12;12.52608695652174;12;12.52608695652174;1;0;1
0;0.0;6;12.783333333333331;1;0;0
1;10.0;0;0.0;0;0;0
3;10.666666666666666;3;13.0;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;2;12.0;0;0;0
2;11.0;4;10.75;1;0;0
4;13.5;5;11.6;1;0;1
4;11.6;5;11.8;1;1;1
6;15.166666666666666;6;16.0;1;0;1
6;11.5;6;12.666666666666666;1;1;1
0;0.0;0;0.0;0;0;0
8;12.75;5;12.6;1;0;0
7;13.4;7;13.4;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;1;10.0;1;0;0
0;0.0;0;0.0;1;0;0
4;11.2;3;11.25;1;0;0
1;14.0;3;10.666666666666666;1;0;0
5;13.4;4;11.75;1;0;1
0;0.0;0;0.0;1;0;0
6;14.125;6;12.666666666666666;1;0;1
6;15.666666666666666;5;14.0;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;2;11.5;1;1;0
5;12.8;6;12.0;1;0;1
6;16.666666666666668;6;16.428571428571427;1;0;0
7;13.207142857142856;5;13.336000000000002;1;1;1
6;14.0;7;14.666666666666666;1;0;1
7;14.115714285714288;7;14.115714285714288;1;0;1
6;13.11111111111111;6;14.857142857142858;1;1;1
6;13.714285714285714;6;13.833333333333334;1;1;1
2;12.0;2;10.0;1;1;0
6;12.415;6;12.415;1;1;1
6;13.428571428571429;5;14.428571428571429;1;0;1
7;14.312857142857142;7;14.312857142857142;1;1;1
5;13.4;4;12.0;1;0;1
6;13.714285714285714;6;13.833333333333334;1;0;1
6;12.142857142857142;6;12.166666666666666;1;0;1
5;13.6;5;13.2;1;1;1
6;15.4;6;15.4;1;0;1
8;15.925;7;13.385714285714286;1;1;1
4;11.0;6;10.857142857142858;1;0;0
5;12.0;5;11.333333333333334;1;0;1
5;13.6;4;14.5;1;1;1
6;12.375;6;14.166666666666666;1;1;1
6;12.0;6;12.833333333333334;1;0;1
6;14.5;6;13.333333333333334;1;0;1
6;14.571428571428571;6;13.666666666666666;1;1;1
5;11.0;6;10.833333333333334;0;1;0
6;13.142857142857142;6;13.428571428571429;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
5;11.6;4;11.5;1;0;0
0;0.0;0;0.0;0;0;0
6;13.5;6;14.142857142857142;1;1;1
0;0.0;0;0.0;1;0;0
10;12.8;10;13.8;1;1;1
5;13.6;10;13.6;1;0;0
9;11.88888888888889;15;11.733333333333333;1;0;1
1;10.0;1;10.0;0;0;0
0;0.0;0;0.0;1;0;0
7;13.30625;6;13.046666666666669;1;0;0
7;13.285714285714286;10;11.8;1;0;1
8;13.11;8;13.11;1;0;1
7;14.414285714285716;7;14.414285714285716;1;0;1
0;0.0;0;0.0;0;0;0
5;12.2;5;12.333333333333334;1;0;1
1;10.0;0;0.0;1;1;0
8;13.3125;7;14.1;1;1;1
8;13.045;8;13.045;1;0;1
8;14.2525;8;14.2525;1;1;1
7;15.075714285714286;7;15.075714285714286;1;0;1
12;13.214285714285714;17;13.15;1;0;1
5;11.8;5;12.333333333333334;1;1;1
8;13.122222222222222;7;13.778571428571428;1;1;1
1;11.0;3;10.333333333333334;0;0;0
6;12.375;6;13.571428571428571;1;1;1
7;13.428571428571429;11;12.75;1;0;1
1;12.0;3;13.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;1;0
1;11.0;2;12.5;0;0;0
6;14.142857142857142;6;14.857142857142858;1;0;1
7;11.571428571428571;8;12.0;1;0;1
0;0.0;0;0.0;0;1;1
8;12.6875;7;12.828571428571427;1;0;1
0;0.0;0;0.0;1;0;0
5;14.0;6;13.333333333333334;1;0;1
14;13.072857142857144;14;13.072857142857144;1;1;1
3;11.0;5;12.0;0;0;0
6;16.0;6;15.5;1;0;1
0;0.0;0;0.0;1;0;0
6;15.166666666666666;6;14.714285714285714;1;1;1
6;15.333333333333334;6;16.714285714285715;1;0;1
6;11.666666666666666;6;10.857142857142858;1;1;1
6;12.416666666666666;6;11.658333333333331;1;0;1
6;12.0;5;11.6;1;1;1
6;12.666666666666666;6;12.166666666666666;1;1;1
6;12.833333333333334;6;12.5;1;1;1
5;12.56;5;12.56;0;0;0
8;14.23125;7;13.19;1;0;1
4;11.25;3;11.0;1;1;1
0;0.0;0;0.0;1;0;1
6;11.714285714285714;5;11.6;1;1;1
6;14.266666666666666;6;14.266666666666666;1;0;1
7;12.428571428571429;9;12.666666666666666;1;0;1
7;12.771428571428572;7;12.771428571428572;1;0;1
0;0.0;0;0.0;1;0;0
6;13.571428571428571;6;15.5;1;1;1
4;13.75;6;11.333333333333334;1;0;0
5;13.4;6;13.333333333333334;1;1;1
2;10.0;4;12.333333333333334;1;1;1
0;0.0;0;0.0;1;0;0
4;11.6;5;12.6;1;0;1
5;13.6;6;14.857142857142858;1;0;1
11;13.181818181818182;12;11.916666666666666;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
6;15.5;6;17.0;1;0;1
13;11.384615384615383;19;12.210526315789474;1;0;1
5;12.857142857142858;6;13.0;1;1;1
0;0.0;0;0.0;0;0;0
6;12.714285714285714;6;13.571428571428571;1;0;1
0;0.0;1;14.0;1;0;0
0;0.0;0;0.0;0;0;0
10;11.1;13;12.461538461538462;1;0;0
5;13.0;4;14.4;1;0;1
0;0.0;0;0.0;0;0;0
6;14.166666666666666;6;14.333333333333334;1;0;1
11;10.727272727272728;11;11.909090909090908;1;0;1
6;14.375;6;13.714285714285714;1;0;1
0;0.0;0;0.0;1;0;0
7;12.2375;5;13.46;1;1;0
6;13.333333333333334;6;15.0;1;0;1
0;0.0;0;0.0;1;1;0
5;12.8;5;13.4;1;0;1
4;13.75;4;11.25;1;0;1
5;11.6;5;12.6;1;0;1
6;11.833333333333334;6;12.666666666666666;1;0;1
19;12.105263157894736;21;12.333333333333334;1;0;1
5;11.0;5;12.0;1;1;0
5;16.6;5;16.4;1;0;1
0;0.0;0;0.0;1;0;0
4;14.75;6;12.75;1;0;1
5;14.4;5;14.8;1;0;1
17;11.5;17;10.36842105263158;1;0;1
0;0.0;0;0.0;1;0;0
13;12.384615384615383;13;12.692307692307692;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
8;11.875;11;13.0;1;0;0
3;11.666666666666666;4;12.5;1;0;0
4;11.25;5;12.2;1;1;1
2;12.0;1;10.0;1;0;0
6;11.5;6;12.333333333333334;1;1;1
12;15.23076923076923;13;14.307692307692308;1;0;1
8;13.5;11;14.454545454545457;1;0;1
5;13.2;5;11.0;1;0;1
6;12.833333333333334;6;13.142857142857142;1;1;1
6;11.857142857142858;6;13.75;1;1;1
5;13.8;6;14.0;1;1;1
6;12.5;8;13.75;1;0;1
0;0.0;0;0.0;1;0;0
6;12.428571428571429;6;13.166666666666666;1;1;1
6;12.0;9;12.444444444444445;1;0;0
5;13.0;6;12.666666666666666;1;0;1
6;10.5;6;11.333333333333334;1;0;1
8;14.575;7;13.6125;1;0;1
7;12.414285714285716;7;12.414285714285716;1;0;1
0;0.0;0;0.0;1;0;1
0;0.0;0;0.0;1;0;0
8;13.125;7;11.0;1;0;1
6;13.5;6;14.0;1;1;1
3;12.0;4;12.0;1;0;0
6;12.5;6;12.5;1;0;1
6;11.333333333333334;6;11.333333333333334;1;1;1
6;14.066666666666668;6;14.066666666666668;1;1;1
7;13.571428571428571;8;13.555555555555555;1;0;1
4;12.25;5;11.6;0;0;0
0;0.0;0;0.0;1;0;0
8;13.27625;8;13.27625;1;0;1
0;0.0;0;0.0;1;0;0
6;14.75;6;14.375;1;0;1
0;0.0;0;0.0;1;0;0
10;14.5;12;13.416666666666666;1;0;1
7;12.321428571428571;6;12.97166666666667;1;0;1
12;11.833333333333334;14;10.928571428571429;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;1;1
5;12.4;6;11.333333333333334;1;0;0
0;0.0;1;11.0;1;0;0
7;12.757142857142856;7;12.757142857142856;1;1;1
6;14.666666666666666;6;14.5;1;1;1
6;14.571428571428571;6;13.833333333333334;1;0;1
5;10.4;4;11.25;1;0;1
0;0.0;0;0.0;1;0;0
2;12.5;0;0.0;1;0;0
0;0.0;1;13.0;1;0;0
0;0.0;0;0.0;1;0;0
7;11.971428571428572;7;11.971428571428572;1;0;1
0;0.0;0;0.0;1;0;0
4;12.25;1;16.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;4;12.75;0;0;0
0;0.0;0;0.0;1;0;0
6;12.333333333333334;5;12.2;1;1;1
11;13.583333333333334;12;14.5;1;1;1
11;13.833333333333334;6;13.0;1;0;1
8;12.75;7;11.714285714285714;1;0;1
3;13.0;4;10.25;1;0;0
0;0.0;0;0.0;1;0;0
6;13.142857142857142;6;12.375;1;0;1
6;12.0;6;12.666666666666666;1;0;1
1;12.0;3;10.5;1;0;0
5;12.6;6;14.125;1;0;1
6;13.833333333333334;6;14.666666666666666;1;0;1
0;0.0;0;0.0;1;0;0
5;14.8;6;14.0;1;1;1
0;0.0;0;0.0;1;0;1
0;0.0;0;0.0;1;0;0
8;11.0;11;12.636363636363637;1;0;1
2;11.0;3;12.333333333333334;1;0;0
6;12.833333333333334;6;15.0;1;0;1
6;12.666666666666666;4;11.75;1;1;1
7;14.13714285714286;7;14.13714285714286;1;0;1
1;11.0;2;12.0;1;0;0
4;11.5;5;10.8;1;0;1
6;12.5;6;13.285714285714286;1;1;0
5;12.6;5;13.6;1;1;1
8;14.1875;7;13.55;1;0;1
6;11.166666666666666;4;13.5;1;0;1
5;14.2;5;11.6;1;1;1
4;12.6;10;12.5;1;0;1
2;12.666666666666666;1;11.0;1;0;0
3;12.333333333333334;4;11.6;1;0;1
0;0.0;0;0.0;1;0;0
10;14.6;10;14.636363636363637;1;0;1
6;12.166666666666666;6;13.0;1;1;1
16;13.875;14;12.785714285714286;1;0;0
5;12.0;6;14.5;1;0;1
4;12.75;4;14.6;0;0;0
6;12.166666666666666;6;12.5;0;0;1
6;13.125;6;14.0;1;1;1
8;14.575;7;13.801428571428572;1;1;1
6;13.666666666666666;6;14.428571428571429;0;0;1
6;14.35;6;14.35;1;1;1
6;13.5;6;14.333333333333334;1;0;1
6;11.833333333333334;6;13.333333333333334;1;0;1
11;13.25;12;13.0;0;0;1
4;13.0;6;14.5;1;1;1
7;11.82;7;11.82;1;1;1
0;0.0;0;0.0;1;0;0
6;12.666666666666666;5;12.4;1;1;1
6;11.857142857142858;6;12.571428571428571;1;0;1
8;14.9;7;13.857142857142858;1;1;1
5;13.8;5;11.833333333333334;1;0;1
6;13.666666666666666;6;14.666666666666666;1;0;1
0;0.0;0;0.0;0;0;0
7;12.18888888888889;7;13.422222222222224;1;0;1
5;12.2;6;14.0;1;1;0
8;13.375;7;12.142857142857142;1;1;0
5;13.0;5;12.8;1;1;1
8;14.955555555555556;7;14.572857142857142;1;1;1
4;11.0;4;11.25;1;0;1
4;14.6;5;14.4;1;0;0
8;14.4625;7;12.982857142857142;1;0;1
6;13.0;6;15.75;1;0;1
3;14.0;5;12.285714285714286;1;0;0
7;13.571428571428571;6;13.755;1;0;1
6;13.5;6;13.833333333333334;1;1;1
0;0.0;0;0.0;1;0;0
8;14.627777777777778;7;14.711111111111112;1;0;1
9;13.7;11;14.615384615384617;1;0;1
8;14.533333333333331;7;13.677142857142858;1;0;1
5;12.8;5;13.166666666666666;1;1;1
5;11.333333333333334;5;10.8;1;0;1
5;12.833333333333334;3;12.0;1;0;1
8;14.71875;6;13.958333333333334;1;0;1
4;12.25;4;13.0;1;0;0
0;0.0;0;0.0;1;1;1
0;0.0;0;0.0;1;1;1
7;14.0;7;14.0;1;1;1
3;11.333333333333334;4;12.0;1;0;0
7;14.0;8;13.625;1;1;1
4;10.0;4;12.5;1;0;1
11;11.909090909090908;14;12.428571428571429;1;0;0
8;15.9;7;13.3875;1;0;1
8;12.205555555555556;6;12.648333333333332;1;1;1
6;13.333333333333334;6;14.0;1;0;1
5;11.857142857142858;5;12.8;1;0;1
6;10.833333333333334;6;11.333333333333334;1;0;1
0;0.0;0;0.0;0;0;0
6;13.0;6;14.166666666666666;1;1;1
6;13.833333333333334;6;12.833333333333334;1;0;1
6;11.833333333333334;4;12.0;0;0;0
6;13.142857142857142;6;13.0;1;1;0
5;13.6;6;12.333333333333334;0;0;1
6;11.625;6;12.571428571428571;1;1;1
6;12.833333333333334;6;12.333333333333334;1;1;1
4;10.75;5;13.0;1;0;1
5;14.2;6;13.166666666666666;1;0;0
5;13.6;5;13.333333333333334;1;1;1
5;13.142857142857142;4;13.0;1;0;1
3;11.7;5;10.9;1;0;0
6;16.0;6;15.857142857142858;1;1;1
3;13.0;5;12.6;1;1;0
6;14.571428571428571;6;14.0;1;1;1
2;13.0;3;14.666666666666666;0;0;0
6;14.0;6;13.666666666666666;1;1;1
0;0.0;0;0.0;1;0;0
7;12.628571428571428;7;12.628571428571428;1;0;1
7;14.232857142857142;7;14.232857142857142;1;1;1
0;0.0;2;10.0;1;0;0
4;11.0;4;12.25;1;1;0
6;13.0;6;13.5;0;1;1
6;11.5;5;12.2;1;1;1
0;0.0;0;0.0;1;0;0
8;12.75;6;12.0;1;0;1
5;12.5;6;12.35;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
5;12.0;5;11.6;0;0;0
9;12.22222222222222;12;11.75;0;0;0
3;13.666666666666666;3;11.333333333333334;1;0;0
4;12.25;5;10.8;1;0;1
2;13.5;5;12.5;1;0;0
5;14.166666666666666;5;15.2;1;0;1
8;12.575;7;13.314285714285717;1;1;1
11;12.083333333333334;11;13.090909090909092;1;1;1
0;0.0;0;0.0;0;0;0
6;11.5;5;12.2;1;0;1
14;12.428571428571429;15;11.2;1;0;1
4;12.0;3;12.333333333333334;1;0;1
7;15.94285714285714;7;15.94285714285714;1;0;1
0;0.0;0;0.0;1;0;0
6;10.714285714285714;4;10.25;1;0;1
6;12.5;6;14.166666666666666;1;1;1
20;14.575;20;14.575;1;1;1
0;0.0;1;10.0;1;1;0
6;11.428571428571429;6;12.285714285714286;1;1;1
6;12.333333333333334;6;14.0;1;1;1
0;0.0;4;11.25;1;0;0
0;0.0;1;12.0;1;0;0
8;13.32625;7;13.47;1;0;1
5;12.8;5;12.4;1;0;1
4;11.5;3;11.75;0;0;0
0;0.0;0;0.0;0;0;0
6;12.428571428571429;6;12.0;1;0;1
5;15.4;5;15.333333333333334;1;0;0
8;12.32;8;12.32;1;1;1
8;14.75625;7;13.79857142857143;1;0;1
5;15.4;5;16.333333333333332;1;1;1
0;0.0;0;0.0;1;0;0
8;15.366666666666667;7;14.757142857142856;1;0;1
6;12.333333333333334;6;11.666666666666666;1;0;0
6;11.5;6;11.666666666666666;1;0;1
6;13.333333333333334;6;15.0;1;1;1
0;0.0;0;0.0;0;0;0
6;13.333333333333334;6;13.571428571428571;1;0;1
4;11.5;5;10.8;1;0;1
6;12.833333333333334;5;11.4;1;0;0
8;11.55;7;10.642857142857142;1;1;1
6;14.65;6;14.65;1;0;1
8;14.863636363636363;7;13.714285714285714;1;1;1
13;12.071428571428571;15;12.266666666666667;1;0;1
5;15.4;5;11.0;1;0;1
5;13.0;5;13.8;1;0;1
6;12.833333333333334;6;12.666666666666666;1;1;1
5;12.0;6;11.75;1;0;1
7;12.785714285714286;7;12.785714285714286;1;1;1
6;13.333333333333334;6;14.444444444444445;1;0;1
0;0.0;0;0.0;1;0;1
4;11.75;4;12.75;1;0;1
6;16.5;6;16.857142857142858;1;0;1
6;15.0;6;13.166666666666666;1;0;1
6;14.285714285714286;6;16.5;1;0;1
5;11.6;4;11.75;1;0;1
0;0.0;1;11.0;1;0;0
7;15.114285714285714;7;15.114285714285714;1;1;1
6;14.285714285714286;6;15.5;1;1;1
8;12.0;7;11.142857142857142;1;1;1
6;11.333333333333334;6;11.333333333333334;1;1;1
4;10.75;5;10.6;1;1;1
0;0.0;0;0.0;0;0;0
6;13.833333333333334;6;15.666666666666666;1;1;1
11;15.0;12;15.333333333333334;1;0;1
8;11.25;9;12.0;1;0;1
2;10.0;3;10.333333333333334;1;0;0
0;0.0;0;0.0;1;1;1
5;11.8;6;12.857142857142858;1;1;1
7;14.328571428571427;7;14.328571428571427;1;0;1
6;16.333333333333332;6;15.0;1;1;1
5;12.4;5;13.6;1;0;1
4;13.25;5;12.857142857142858;1;1;1
1;10.0;2;14.5;1;0;0
3;10.5;3;10.666666666666666;1;0;0
6;11.333333333333334;6;13.428571428571429;0;1;0
4;10.868;7;11.716666666666663;1;1;1
5;12.8;4;12.0;1;1;1
4;10.75;5;13.2;0;0;0
4;12.25;5;12.2;1;0;0
6;12.157142857142857;5;12.58;1;1;1
0;0.0;0;0.0;1;0;0
8;14.0;6;12.428571428571429;1;1;1
6;13.0;6;13.0;1;1;0
7;14.535714285714286;7;14.535714285714286;1;0;1
6;13.666666666666666;6;16.0;1;0;1
3;12.666666666666666;5;13.142857142857142;1;0;0
8;11.142857142857142;11;11.6875;1;0;1
5;13.666666666666666;6;13.833333333333334;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;1;0
0;0.0;0;0.0;1;0;0
0;0.0;1;10.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
4;13.0;4;12.6;1;0;0
4;11.25;7;12.375;1;0;0
0;0.0;0;0.0;0;0;0
3;12.666666666666666;5;12.6;1;0;1
0;0.0;0;0.0;1;0;0
7;12.84142857142857;7;12.84142857142857;1;0;1
0;0.0;0;0.0;1;0;0
6;12.833333333333334;6;14.166666666666666;1;0;1
3;11.0;4;10.8;1;0;0
0;0.0;6;13.0;1;0;0
0;0.0;0;0.0;0;0;0
5;13.333333333333334;5;13.0;1;0;1
6;11.571428571428571;6;11.571428571428571;1;0;0
5;11.0;4;11.5;0;0;0
4;10.75;5;11.0;1;0;1
6;15.571428571428571;6;17.11111111111111;1;0;1
6;12.166666666666666;6;12.571428571428571;1;1;1
0;0.0;0;0.0;1;0;0
6;15.166666666666666;6;14.5;1;0;1
6;12.333333333333334;6;13.5;1;1;1
2;10.0;5;11.2;0;0;0
4;12.25;3;10.666666666666666;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;1;10.0;1;0;0
5;12.0;5;12.36;0;1;0
6;14.714285714285714;6;15.25;1;1;1
0;0.0;0;0.0;0;0;0
4;12.25;1;13.0;1;0;0
8;13.81375;8;13.81375;1;0;1
6;12.875;6;13.285714285714286;1;0;1
8;13.044444444444444;7;11.9625;1;1;1
6;13.116666666666667;6;13.683333333333332;1;0;1
7;14.985714285714286;7;14.985714285714286;1;0;1
5;12.6;4;12.5;1;0;1
0;0.0;0;0.0;1;0;0
8;13.661;7;13.78;1;0;1
8;14.2725;7;13.805;1;0;1
5;12.6;5;13.8;1;0;1
8;13.9375;7;14.424285714285714;1;0;1
6;12.5;6;13.166666666666666;1;1;1
11;12.272727272727272;14;12.071428571428571;1;0;1
1;12.0;3;10.25;1;0;0
8;14.11;8;14.11;1;1;1
3;10.666666666666666;5;12.4;1;0;0
6;12.0;6;12.0;0;0;0
6;13.5;6;14.833333333333334;1;1;1
6;13.5;6;15.428571428571429;1;1;1
5;11.4;5;11.6;1;1;1
6;14.0;6;14.166666666666666;1;0;1
